,Question,A,B,C,D,Answer,Subject
554,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Mara nyinji mimi nikuguza vithabu virizhohumika mtandaoni ambazho napata kwenye rafu yangu ya vithabu. Tukio ra 2 | Nakuna jeraha.
","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",C,moral_scenarios
93,"Ni hiyo kahi ya zithurizazo ambayo khaihadzirwe here ushahidhi wa maisha kahiza meteorite ya Martian ALH84001?
",Molekuli changamano za kikaboni hasa PAHs,Nafaka za sumaku zihalanazo na ziryahu ziundwazo na bakteria Dhuniani,Madini ya kaboni ganyesago hali ya dzoho zaidhi ya Mirihi,"Asidi za amino zenye mwelekeo uhenzererao au ""chirality""",D,astronomy
28,"Msichana mzungu mhwenye umri wa miaka 3 anarefwa ofisini na azhazie khwa ziara ya kuthuirizira saa 48 baada ya kuhokera kipimo cha ngozi cha 5-TU PPD. Jezo rahendwa here sehemu ya uchunguzi wa kawaidha wa kudzidhikisha kahiza makazi ya atu masio na makazi. Uchunguzi wa kimhwiri unanyesa 10 mm ya induration khwenye tovuti ya kuochwa; uchunguzi ni vinginezho kawaidha. Azhazi manakhwambira madzashtushwa ni matokeo gaga khwa kukala vipimo zhao zhosi viri zha ngozi khavihendere kazi. Mananena mazhalwa kahiza ntsi ii na kukhwambira kukala binti yao adzakala na afya mbidzo kila wakathi. Khadzapata huduma nyinji za matibabu kahiza miaka 2 iriyokira lakini adzakala na afya mbidzo. Hadhi kutsamira kahiza makazi gaga makala ""squatters"" kahiza majengo ga wazi. Ni hiyo kahi ya zithurizazo ni hatua ifaayo zaidhi khwa wakathi uu?
",Piga simu khwa dakitariwe wa kapindi ili kupata historia zaidhi,Lagiza x- ya kifua,Lagiza majezo ga kingamwiri ga HIV,Uyira majezo ga ngozi ya PPD,B,professional_medicine
295,"Je, ni samaki ani enye shumu khali zaidhi Dhuniani?",Samaki Scorpion,Samaki Simba,Samaki wa mawe,Samaki wa chula,C,miscellaneous
23,Ni hiyo kahi ya zithurizazo itharajiwayo kukala na umunyifu mthithe zaidhi kahiza madzi?,NaBr,NiSO3,CrCl3,Mn(NO3)2,B,high_school_chemistry
1251,"Mhoho wa wiki 2 wakala na ukongo mui wa homa ra manjano. Dakitari wa ahoho wamweleza baba ya mhoho mtsanga khwamba mhoho wa kichewe asihopata matibabu ga haraka, angefa. Baba iye, ambaye wakala mtu wa kidini sana, wakahala kumruhusu dakitari wa ahoho kumboza matibabu garigohenzekana. Waeleza khwamba imaniye kahiza diniye ingemuujira mhohowe wa kiche afya mbidzo. Matokeoge, dakitari wa ahoho wavoya amri kumbola khwa mahakama ga serikali, ambaho baba wakalaho, kuruhusu dakitari wa ahoho kumboza matibabu muhimu khwa mhoho mtsanga. Je, ni hiyo kahi ya zithurizazo ni hoja yenye nguvu ya kikatiba ya baba dhidi ya amri ya mahakama?
",Amri iyo inakiuka utharathibu utazamiwao wa kifungu cha Marekebisho cha Kumi na Ne.,Amri iyo inakiuka kifungu cha urinzi sawa cha Marekebisho ga Kumi na Ne.,"Lagizo riro rinakiuka kifungu cha mahumizi bila mariho cha Marekebisho ga Khwanza, here garizhojumulihwa na Marekebisho ga Kumi na Ne.",Lagizo riro rinakiuka haki au kinga kifungu cha Marekebisho cha Kumi na Ne.,C,professional_law
151,"Je, ni uhehezi ani kahi ya uthuao unadimika kufanikiwa kahiza kesi idaiyo uzembe wa CPA?",Uloleri ustahilio.,Kutsomala kumanya sheria.,Ukosi wa nia.,Ukosi wa wadimi wa kiakili.,A,professional_accounting
41,"Ulongo unadima kushawishi kisaikolojia ingawa ni ...
",Kisaikolojia kutsokala na nguvu,Ina kasoro za kimantiki,Inakubalika khwa kiasi,Inafaha khwa kuthua neno,B,logical_fallacies
75,"Kahiza upinzani wa umeme, nyenzo za kurehemu za electrode zinapaswa kukala nazo
",conductivity ya dzulu ya umeme.,conductivity ya dzulu ya mafuha.,nguvu ya kuthosha kudumisha shinikizo za dzulu khwa dzoho ra dzulu.,gosi haho dzulu.,D,electrical_engineering
107,"Utafiti wa vivi madzuzi wa urudufishaji wa zana za mawe na taswira ya ubongo unahenzeza nadharia uthuirizayo:
","uhusiano uhendwao kahiza uundi wa zana wathayarisha wongo khwa ajili ya utengezi na mahumizi ga lugha.
",utengezi wa zana unamala ushirikiano ambao unadima kukalaho thu khwa lugha.,utengezi wa zana waanza mamilioni ga miaka baada ya lugha kubadhilika.,Miunganisho yahendwa kahi ya wongo na mwendo wa magulu mairi iriyothayarisha mikono khwa ajili ya kutengeza zana.,A,prehistory
262,Ni hiyo kahi ya zithurizazo ni ushahidhi dhabiti wa uraibu wa mkongo khwa dutu fulani,Kuvumirira khwa kisaikolojia na kudzusa,"Mjezo chanya wa kondzo khwa dutu ii
",Unongi mbomu wa kazi,Kulashwa kuhusika na dutu ii,A,professional_psychology
113,"Je, ni aina hiyo ya mbinu za utafiti zidzaundwa ili kupata majibu khwa maswali garigoamuliwa mapema ni sanifu kumbola khwa ahojiwa anji?","Kiasi.
",Ubora.,"Kutsokala na uwezekano.
",Uwezekano.,A,marketing
257,Bi. Fisher wahumira usemi (6 × 8) × 12 kupata jumla ya idadi ya alama zimalikanazo khwa mradhi wa sanaa ya anafunzie. Ni usemi hiyo ulinganao na uryahu uriohumirwa ni Bi Fisher?,6 + (8 + 12),6 + (8 × 12),6 × (8 + 12),6 × (8 × 12),D,elementary_mathematics
15,Habermas anatofautisha kahi ya 'sheria here kahi' na 'sheria here taasisi'. Ni kauli hiyo haha tsini inaelezea khwa ukarakara tofauti ii?,"Sheria here kahi' inafafanua sheria here kanuni rasmi, za jumla zidhibitizo serikali na utsumi; 'sheria here taasisi' inakala 'urumhwengu wa maisha' na inaeleza maadili na kanunize zishirikiwazo kahiza mfumo wa kitaasisi.",Sheria here chombo cha uvoro' inajumulisha namna sheria ifikishwazho ni viya zha uvoro; 'sheria here taasisi' inaelezea mahakama.,Sheria here kiya cha uvoro' inahusu jinsi sheria ielezazho kanunize khwa maneno garigorahisishwa; 'sheria here taasisi' inauyira tamko rasmi ra sheria na viya zha kutunga sheria.,Sheria here kahi' inafafanulwa here hatua ya kahi ya maendherero ga kisheria; 'sheria here taasisi' ni hatua ya dzulu.,A,jurisprudence
5,Nagel anadai kukala hoja nyinji za kungiza shaka:,ni matokeo ga kuhumira viwango zha masharti makomu kiholela.,zinambolana na mkanganyiko wa lugha.,"manadzipinga kimantiki.

",kukula kumbolana na mahumizi thabiti ga viwango zha kawaidha.,D,philosophy
558,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Naonana khwenye maktaba ili kunakili kaziye ya nyumbani iriyokamilika. Tukio ra 2 | Mimi ni nesi. Ninajaribu kuazulia akongo angu masikale a kongo khwa kuapatira matibabu mahenzago.","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",B,moral_scenarios
46,"Kahi ya suluhisho zithurizazo, ni hiyo ambayo indakala na nguvu ya dzulu zaidhi ya ionic? (Fikiria kudzithenga kabisa.)",0.050 M AlCl3,0.100 M NaCl,0.050 M CaCl2,0.100 M HCl,A,college_chemistry
796,"Muguzi kahiza dhuka anaona khwamba kipochi cha kunyesa kinafikira hehi na kughwerera kitswa cha mguli wa hiri. Mguli khahenda chochosi kumwonya au kumsaidhia mguli wa hiri, ambaye ni mjeni khwakhwe. Angedimadze kuhala  hatua kumrinda mguli wa hiri bila kudzidhuru. Je, mguli wakala na jukumu ra kuhala  hatua ya kujaribu kumrinda mguli wa hiri kumbolana na jeraha?","Ha-an-ha, khakuna wajibu khwa mguli kumboza msaada khwa mjeni hatha kala inadima kuhendwa bila kudzilumiza.
","Ndozho, ujeri khwamba mtu nikuona khwamba hatua inamalikana khwa ajili ya usaidhizi au urinzi wa mungine nikuika wajibu wa kisheria wa kuhala  hatua.","Ha-an-ha, kushindwa kuhala  hatua khakhudima na khakhudima kusababisha dhima tsini ya hali yoyosi.
","Ndozho, mguli lazima ahale hatua tsini ya fundhisho ra ""nafasi wazi ya mwisho"".",A,professional_law
633,"Vintner wamiliki munda wa mizabibu khwa ada rahisi kamare. Hati ambayo munda wa mizabibu yakabidhiwa khwakhwe yarekodiwa ihenzekanazho. Mkurima waguza munda wa mizabibu khwa mlume na mche here apangaji osi airi, ambao hawakuandika hati ya dhamana ambayo mkurima iye waapa munda ra mizabibu. Baadaye mlume waguza na kuhirika ribaye isiyogazhwa ya nusu kahiza munda wa mizabibu khwa msenawe. Msena iye warekodi kihendoche mara mhwenga. Muda fulani baadaye, mkurima wadai kuhirika munda wa mizabibu khwa mkurima, khwa ajili ya kuzingatiwa khwa thamani. Mkurima, ambaye khakalire na ujuzi halisi wa usafirishaji wowosi wa haho kapindi wa munda wa mizabibu, warekodi kihendoche. Eneo ra mamlaka hudumisha fahirisi za mmbozi na ruzuku za kialfabeti. Sheria ihumikayo ya kurekodi inamboza, ""Kila ufikishaji wa mali halisi ni khaihenzwa dhidi ya mguli yoyosi athuaye mali iyo iyo (au sehemuye yoyosi) khwa nia mbidzo na khwa kuzingathira khwa thamani, ambaye ufikishajiwe unarekodiwa ipasazho. "" Khakuna gogosi kahi ya anuwai. afadhili a munda wa mizabibu madzangira kahiza milki khwa namna ambayo ingeika mtu yoyosi khwenye notisi ya uchunguzi kuhusu maslahi gao ndaniye. Ni hani mhwenye munda wa mizabibu?
","Msena, khwa sababu warekodi kihendoche kabla ya mkurima kurekodi.","Msena na mche, khwa sababu tendo ra msena ringehenda mkurima amanyiswe kuhusu faidha ya mchewe kahiza munda wa mizabibu.
","Mkurima, khwa sababu hati ya usena wa mulume ikuko nze ya mlolongo wa umiliki wa mkurima.

","Msena na mkurima, here apangaji khwa hamhwenga.",C,professional_law
438,"Ni khwa hali hiyo kahi ya zizi mbiri ambaho mhusika mkulu (ahumiraye Mi/mimi/yangu) nikuhenda jambo rii kimaadili, kulingana na viwango zha kawaidha zha maadili ntsini Marekani kufikira 2020? Hali ya 1 | Ninatsuha mpira haraka khwa mhoho mungine. Tukio ra 2 | Nakirira dhuka ra vitu mwishoni mhwa juma.
","Kosa, Kosa","Kosa, Si kosa","Si kosa, Kosa","Si kosa, Si kosa",D,moral_scenarios
227,"Kulingana na Confucian mfano wa atu,","funadzifundisha kukala atu kukirira mahusiano ga kifamilia na khwa kudzifundisha  kumbola khwa mfano wa angine.
","siswi ni atu khwa sababu funa nafsi zisizodima kufa, za kibinafsi.
","funadzifundisha kukala atu khwa kuhunguza kasi ya kukuza uwezo wa kimantiki.
",gosi haho dzulu.,A,moral_disputes
1,"Ni kauli hiyo kahi ya zithurizazo Ambayo KHAIELEZA khwa ukarakara thabia ya upigaji kura ntsini Marekani?

","Apiga kura mariodzidhikisha kahi ya umri wa miaka 35 na 45 mana uwezekano mbomu wa kupiga kura kuriko aryahu mario tsini ya umri wa miaka 21.
","Mpigakura ariyedzindhikiksha ambaye adzafikira Maendhereroge ga General Educational Development (GED) ana uwezekano mthithe wa kupiga kura kuriko ariyericha sikuli ya sekondari.
","Apiga kura mariodzindhikisha mana uwezekano mbomu wa kupiga kura kahiza utsaguzi mkulu kuriko kahiza tsaguzi za msingi.
",Anaache anji zaidhi kuriko anaalume mapiga kura kahiza kila utsaguzi wa urais hangu 1980.,B,high_school_government_and_politics
1471,"Profesa, ambaye wakala mmiliki wa ada rahisi wa jengo ra ghorofa, wafikisha khwa maneno gaga, ""Khwa vizho ninafikisha jengo rangu ra ghorofa khwa mhwanangu na mhoho wa kiche wangu here apangaji a hamhwenga."" Kahiza hati, ambayo yatekelezwa ipasazho, profesa. wadziikira mali ya maisha. Kisha profesa iye waambira ahohoe dzulu ya usafirishajiwe na wawika khwenye chumba cha kuhifadhira familia khwenye maktaba ili kuhifadhiwa. Baadaye, mhwana wahala dakitari. Profesa, ambaye khamhenzere dakitari iye, kisha watekeleza kihendo kingine ambacho wakiiha ""hati ya kurekebisha."" Kahiza ""hati ya kurekebisha,"" profesa iye wahirika jengo ra ghorofa ""kwa mhwanangu na mhoho wa kichewe here apangaji a hamhwenga enye haki ya kuishi."" khwa hendo risha, profesa wadziikira keheri mali ya maisha. Ahoho osi airi makubali kumbozwa khwa ""hati ya kusahihisha."" Miezi mihandahu baadaye, mhoho wa kilume wafa bila kutharajia, na kumuricha dakitari here mrithiwe hakeye. Dzina ra jengo ra ghorofa ri ndani",mhoho wa kiche na dakitari here apangaji khwa hamhwenga.,"mhoho wa kiche tsini ya mali ya maisha ga profesa.

","mhoho wa kiche na dakitari here apangaji khwa hamhwenga, tsini ya mali ya maisha ga profesa.","mhoho wa kiche na dakitari here apangaji a hamhwenga enye haki za kunusurika, kulingana na mali ya maisha ga profesa.",C,professional_law
1200,"Mpenzi wa kilume mmhwenga waamua kuiya dhuka ra mboga baada ya kurichirwa wakathi wa mzozo wa ahendiakazi. Mpenzi wa kilume iye wamuvoya mpenziwe wa kiche ahirike gari ra kuthoroka, na wakubali, khwa sharti khwamba khakuna silaha zirizodzala zirizohumika wakathi wa wivi. Siku ya wivi, mpenzi wa kilume na wakiche mahirika gari hadhi khwenye dhuka ra mboga. Bila kumanyikana khwa mpenzi wa kiche, mpenzi wakilume wangira dhukani na bundhuki iriyodzala. Mpenzi wa kilume iye wamhwendera mmhwenga wa ahudumu a pesa na kumwambira adzaze bagi pesa zosi kumbola khwa rejista. Keshia alipokataa, mpenzi wampiga risasi na kumulaga. Kisha akamgeukia keshia aliyefuata na kumuelekezea bundhuki yake. Keshia wapatwa na mshtuko wa moyo na akafa. Kisha mpenzi iye wahala  pesa kumbola khwa rejista na kumbola nze ya dhuka. Mmhwenga wa ateja wakala adzaaiha polisi, na makala makingoja nze. Kufyatulirana risasi khwaanza, na mpenzi wa kilume iye walaghwa ni polisi. Ikikala mamlaka ii inathua nadharia ya wakala wa malagi ga uhalifu, msena wa kiche ana hatia ikikala ni makosa mangahi ga malagi?
",1,2,3,Kana.,B,professional_law
98,"Kompyuta thithe ihumikayo kupata na kudhibiti data inamalikana kuika dijiti na kuchakata mawimbi mane ga pembejeo ya analogi na kumboza wastani wao kila wakathi; yaani, khwa wakathi halisi. Wakathi wa kibadhilishi cha nze cha analogi hadhi dijiti (ambacho nikutsotserwa ni malagizo ga CPU) kuika kidijitali ngizo mhwenga ni mikrosekunde 12, na uiki wa dijitoli mhwenga hakeye nikumbolera khwa wakathi mmhwenga. Malagizo matsano ga CPU, ikikala ni hamhwenga na malagizo ga kuanzisha, lazima gatekelezwe khwa kila mawimbi garigoikwa kidijitoli. Malagizo kumi ga CPU nikutekelezwa ili kuhenda  wastani wa kila seti ya sampuli ne na kumboza thamani ii. Wakathi wa kubadhilisha pato kumbola khwa dijiti hadhi fomu ya analogi unapaswa kupuuzwa. Idzaho indahalirwa kukala uakibishi ufahao wa data udzahumika, bai wastani wa dzulu zaidhi wa muda wa utekelezi wa malagizo uruhusuo kompyuta thithe kuendana na viwango zha data ya pembejeo- ni.",0.8 mikrosekunde,1.2 mikrosekunde,1.6 mikrosekunde,2.4 mikrosekunde,C,college_computer_science
97,Kanuni ya mawasiliano' (Bowles & Gintis) inahenzeza khwamba:,sikuli nikuthayarisha ahoho khwa kazi ya kuafundisha kukala atiifu,alimu na azhazi nikukala na mitazamo sawa kahiza kudzifundisha,"ahoho madhikao herufi nyinji nikukuza ufahamu bora wa lugha
",mafanikio ga kielimu ga avulana na asichana ganafikira kukala karakara vivi karibuni,A,sociology
456,"Je, ni hiyo kahi ya zithurizazo imbozayo mfano bora wa urekebishi wa hisi?",ukifurahia wira ndo usikirazho zaidhi,kujibu mara mhwenga kila wakathi kengele ya moho ipighwaho,"bila kumanya namna bhwawa ri peho baada ya kukala tsini ya madzi khwa dakika chache

",kutegemea sana kusikira khwako utsemberaho khwenye ukanda wa kiza,C,high_school_psychology
248,"Vipengele zha programu lazima vihalwe khwa uloleri na virichwe hatu ha kurekodi:
","muundo wa mabaki na mtsanga urio khandakhanda.
","muktadha wa anga na zhama.
","uwezekano wa kukalaho khwa mkusanyiko wa anyama au msoza.
","kukalaho, mofolojia, na aina za chavua zirizo khandakhanda.",B,prehistory
218,"John ana ahoho atsano. Kuna wadimi hio khwamba angalau nusu yao ni asichana? (Funadima kudhani mvulana ana uwezekano sawa wa kuzhalwa here msichana, na kinyumeche.)
",\frac{1}{2},\frac{1}{4},\frac{1}{8},\frac{3}{5},A,high_school_mathematics
30,"Mhwanamuche mhwenye umri wa miaka 35 anadza ofisini khwa sababu ya historia ya siku 3 ya maumivu makali ga mongo wa kurya. Khadzapata homa rorosi, peho, au kuhunguka uziho. Iye khana historia ya ukongo m'bomu wa matibabu. Uchunguzi wa musculoskeletal na neurologic khunyesa upungufu wowosi. Aambirwaho kukala uchunguziwe ni wa kawaidha, mkongo nikumbolwa ni matsozi na kudai MRI ya mongowe khwa sababu mameye wafa thu kumbolana na saratani ya mahombo hadhi msoza na anahofia kukala pia anadima kukala na saratani. Mkongo thayari wa wasiliana na kampuniye ya bima, ambayo yamwambira khwamba ikikala ana matatizo ga neva, MRI inadima kufinikhwa na mpangowe. Mkongo wamuzira dakitari kulagiza MRI inyesayo khwamba ana matokeo ya neurologic. Ni hiyo kahi ya zithurizazo ni hatua sahihi zaidhi ya kapindi ya dakitari?
",Mshauri mkongo kubadhilisha kampuni ya bima haraka idimikikanazho ili adime kupata huduma ya matibabu ga kina zaidhi,Eleza khwamba mkongo khamala MRI na khwamba khaifaha kupotosha matokeo ga uchunguziwe,Mara mhwenga imanyise kampuni ya bima ya mkongo kuhusu kiryahu ambacho mkongo adzamuvoya dakitari kuhenda ,Lagiza MRI here mkongo avoyazho,B,professional_medicine
84,Neno 'vitu' rinamaanisha:,bidhaa na viwango zha maisha vithaminiwazho kitamaduni ambazho vinaahenda maskini kuhisi kulashwa,"mtiririko wa pesa mtu ahokeraho kumbola khwa mshahara au mshaharawe

","hifadhi ya rasilimwa za kiutsumi, ikikala ni hamhwenga na ardhi, hisa na amana za benki
",vipande' zha atu mamilikio kiasi tofauti cha mali,C,sociology
161,"Utafiti wa Pango ra Sherif' Robbers uwanyesa kukala ni kanuni hiyo kahi ya zithurizazo inasaidhia tototo kuhunguza mivuhano kahi ya vikundi?
",malengo ga dzulu,"usambazaji wa uwajibiki
","polarization ya kikundi
",kudzithenga,A,high_school_psychology
170,Ni kundi hiro ra namba rithurizanaro kumbola thithe hadhi bomu zaidhi?,0.25 1.6 1.0,1.0 0.25 1.6,0.25 1.0 1.6,1.6 1.0 0.25,C,elementary_mathematics
4,"""Humira ufunguo uthuao kutafsiri fomula udziyogerwa ya PL hadhi sentensi asili ya Kiingereza.
J: Marina anashoma kithabu cha Percy Jackson.
B: Izzy anazaziga Minecraft.
C: Emily anaricha kuhenda kazi.
D: Russell nikutengeza chakurya cha dziloni.
E: Ashleigh anaima.
(~B • E) ? D""",Ikikala sozho khwamba Izzy anazaziga Minecraft na Ashleigh anaima kufikira haho bai Russell anatengeza chakurya cha dziloni.,"Ikikala sozho osini khwa kisa kiki Izzy anazaziga Minecraft na Ashleigh andaima kufikira haho bai Russell andatengeza chakurya cha dziloni.
","Izzy akizaziga Minecraft na Ashleigh akiima inahusisha khwamba Russell atengeze chakurya cha dziloni.
",Russell kuthayarisha chakurya cha dziloni ni hali ya kuthosha khwa Izzy kutsozaziga Minecraft na Ashleigh kukira.,B,formal_logic
41,Sheria ya Kuhunguza Uuji wa Pembeni iwajibikazho khwa,"AVC ambayo nikunuka khwanza, lakini hatimaye nikughwa, kadiri pato ringezekaho.
","Afc ambayo huinuka kwanza, lakini hatimaye nikughwa, kadiri pato linavyoongezeka.
","MP ighwayo khwanza, lakini badaye kuongezeka, kadri pato rinangezeka.","MC ambayo inaghwa kwanza, lakini hatimaye inanuka, kadiri pato ringezekazho.",D,high_school_microeconomics
164,"Wakathi wa mafundisho ra ushirika, anafunzi osi a kundi A kapindi mapinga hukumu ya kifo, ambaho anafunzi airi a kundi B mapinga hukumu ya kifo na airi maunga mkono hukumu ya kifo. Kulingana na utafiti, baada ya majadiliano makali ndani ya kila kundi kuhusu adhabu ya kifo, fungetharajia","vikundi zhosi viri vindaimirira misimamo yao
","Anachama a Kundi A mangeimirira nafasi zao, lakini ashiriki a Kundi B mangehifadhi nafasi zao za kapindi","Kundi A ringeimarika zaidhi, kuno ashiriki a Kundi B mangeimirira nafasi zao","Anachama a Kundi A mangehifadhi nafasi zao za kapindi, lakini ashiriki a Kundi B mangeimirira nafasi zao",C,high_school_psychology
951,"Muungano wa wahenda kazi ya shirikisho wareha hatua kahiza mahakama ya shirikisho kuvoya amri ya kuzulia Idara ya hazina ya Marekani kutekeleza upimi wa lazima wa dawa za kulevya dhidi ya anachama wakhwe ambao wwabeba bundhuki au walizuia dawa za kurezha kahiza majukumu gao rasmi. Mhenda kazi kahiza mhwengayaho ya kategori zizo arihomala kupandishwa cheo, serikali yamumala akirire mpango wa kumboza sampuli za makodzo khwa ajili ya uchambuzi. Muungano wadai kukala upekuzi uu wakala ukikiuka haki ya faragha ya Marekebisho ga Ne na kukala huru kumbolana na umalaji usio na sababu. Muungano uo washindwa kahiza kesi iyo kahiza mahakama ga tsini ga shirikisho na kahiza Mahakama ga Rufaa, lakini Mahakama Kulu ya Marekani yakubali kusikiza. Je, Mahakama ya Dzulu indaamua noni?
","Sera ya kupima dawa ni kinyume cha sheria khwa sababu umalaji unahendwa bila sababu au mashaka.
",Sera ya kupima dawa ni kinyume cha sheria khwa kukala inakiuka matharajio halali ga faragha ga ahenda kazi.,Ni jambo ra busara kuhenda  upimi usio na shaka ya ahenda kazi ambao manahusika kahiza kuzulia madawa ga kurezha au utsunzi wa bundhuki.,Ni jambo ra busara khwa mhwajiri wa serikali kuhenda  upekuzi usio na shaka khwa hali yoyosi.,C,professional_law
76,Virusi zha polio vinadima kukala hathari zaidhi khwa mchakato hio kahi ya ithurizayo?,Mabadiliko ga jenomu ya RNA kahiza nafasi chache thu,Kutsanganya na enterovirus nyingine,"Kubadhilisha khanzuye ya protini
",Umbozi na kugaluza khwa nyukleotidi nyinji,A,virology
1143,"Malalamiko garigofikishwa khwa niaba ya mhwanamuche dhidi ya makao ga azee na huduma ya gari ra akongo ni hamhwenga na madai gathuago: Mhwanamuche iye, ambaye wakala na umri wa miaka 86 na khadima kunena baada ya kupata kiharusi, wahalwa kumbola khwa nyumba ya mhoho wa kichewe na huduma ya gari ra akongo na. wahirikhwa khwenye makao ga auguzi kukelesi kuno mhoho wa kichewe akikala nze ya mdzi. Mhoho wa kiche wa mhwanamuche iye arihouya siku chache baadaye, huduma ya am'mbulensi yamuhala mhwanamuche iye kumbola khwenye makao ga kuatsunza azee na kumuja nyumbani khwa mhoho wa kiche iye. Mhoho wa kiche washtuka baada ya kugundua kukala mhwanamuche iye washtuka baada ya kugundua kukala mhwanamuche iye adzavunzika kigulu; Kiguluche chakala khakidzajeruhiwa arihouka kwenda khwenye makao ga azee. Ripoti ya dakitari iriyoambatanishwa ni malalamiko gago yaeleza kukala jeraha ra kigulu cha mhwanamuche iye kharingembolere bila uzembe. Malalamiko gago gadai kukala mhwanamuche iye wakala tsini ya udhibiti, mthawalia, wa huduma ya am'mbulensi na nyumba ya auguzi wakathi ambaho lazima apate jeraha, na khwamba huduma ya am'mbulensi au nyumba ya auguzi lazima ikale yatsama au kushughulikira khwa uzembe. mhwanamuche, na kusababisha jeraha ra kiguluche. Ashtakiwa osi airi madzadai kukala madai kahiza malalamiko khagathosha kuunga mkono madai ga uzembe. Je, ni jibu hiro bora khwa hoja ya ashtakiwa?
","Ashtakiwa osi airi makala na dheni khwa mhwanamuche iye.
","Mmhwenga wa ashtakiwa airi pengine wasababisha jeraha, na hali ya jeraha ni hasa ndani ya ujuzi na udhibiti wa ashtakiwa badala ya mhwanamuche au mwakilishiwe.","Ashtakiwa ao ni ahalifu khwa wakathi mmhwenga, khwa vizho kila mmhwenga anawajibika khwa kihendo chochosi cha kikatili kihendwacho na anzie.
",Kuna sababu za mtafuta ujeri kudhani kukala ashtakiwa osi airi mazembea.,B,professional_law
75,"Ndani ya wiki chache za matibabu na dawa ya 3TC, idadi ya akongo a HIV inajumulisha virusi sugu zha 3TC. Je, matokeo gaga ganadimadze kuelezwa tototo zaidhi?",HIV inadima kubadhilisha protinize za uso na kupinga chanjo.,"Mkongo lazima akale adzaambukizwa kaheri na virusi vistahimilizho 3TC.

",HIV yaanza kutengeza mambozero gakinzanago na dawa ya reverse transcriptase ili kukabiliana na dawa.,"Virusi vichache vikinzanazho na dawa zhakalaho mwanzoni mhwa matibabu, na tsagulo ra asili wangeza mzunguko wao.",D,high_school_biology
221,Fuambe khwamba kuna bidhaa mbiri thu: x na y. Ni hiyo kahi ya zithurizazo Si karakara?,Mtu anadima kukala na faidha ya kulinganisha kahiza kuzalisha bidhaa zosi mbiri.,"Mtu anadima kukala na faidha kamili na faidha ya kulinganisha kahiza kumboza x.
","Mtu anadima kukala na faidha kamili na khakuna faidha ya kulinganisha kahiza kutengeza x.
",Mtu anadima kukala na faidha ya kulinganisha na khakuna faidha kamare kahiza kudza na x.,A,high_school_microeconomics
133,Ratiba ya nyeso ra muziki inajumulisha seti 3 ambazo ni dakika 20 kila mhwenga na seti 1 ambayo ni dakika 40. Kuna kudzihuriza khwa dakika 10 kahi ya kila seti. Ure wa jumla wa nyeso ra muziki ni 3(20 + 10) + dakika 40. Je! ni ure hio wa nyeso ra muziki?,dakika 73,dakika 110,dakika 130,dakika 210,C,elementary_mathematics
4,"Mala bidhaa ya polinomia udzizogerwa khwenye pehe ya polinomia udziyogerwa. f( = 4x - 5, g( = 2x^2 - 4x + 2 kahiza Z_8[x].
",2x^2 + 5,6x^2 + 4x + 6,0,x^2 + 1,B,abstract_algebra
20,"Mionzi ya X yenye sifa, ioonekanayo here mistari mikali khwenye usuli uendhererao, nikumbozwa wakathi elektroni zenye nguvu nyinji zipigaho shabaha ya chuma. Ni hiyo kahi ya michakato uthuirizayo isababishayo thabia za X-rays?",Elektroni zizalishazo mionzi ya ?erenkov,Elektroni zigonganazo na phononi khwenye chuma,Elektroni zidzazazo nafasi za ganda ra ndani ambazo zinaundwa kahiza atomi za chuma,Elektroni zikitsanganyikana na protoni kuunda neutroni,C,college_physics
1,Ni mambo higo kahi ya gathuago gahusishwago na kuhunguka khwa hathari ya Alzheimer'?,Kukala Mhwafrika au Mhispania Mmarekani,Kurya samaki,Kiwango cha tsini cha elimu,Kuhalwa,B,human_aging
215,"Khwa ujumla, seli za anyama nikutofautiana na seli za mimera kahiza seli za anyama","ukuta wa seli iriyotengezwa na selulosi
",lysosomes,vacuoles bomu ambazo nikuhifadhi madzi,centrioles ndani ya centrosomes,D,high_school_biology
144,Ni higo kahi ya gathuago ni malengo ya chanjo?,Kuzulia maambukizi,"Kuzulia ukongo
",Kuzulia maambukizi,Gosi ya haho dzulu,D,virology
